"STATION","DATE","DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","DLY-SNOW-25PCTL","DLY-SNOW-50PCTL","DLY-SNOW-75PCTL","DLY-SNOW-PCTALL-GE001TI","DLY-SNOW-PCTALL-GE010TI","DLY-SNOW-PCTALL-GE030TI","DLY-SNOW-PCTALL-GE050TI","DLY-SNOW-PCTALL-GE100TI","DLY-SNWD-25PCTL","DLY-SNWD-50PCTL","DLY-SNWD-75PCTL","DLY-SNWD-PCTALL-GE001WI","DLY-SNWD-PCTALL-GE003WI","DLY-SNWD-PCTALL-GE005WI","DLY-SNWD-PCTALL-GE010WI","MTD-PRCP-NORMAL","MTD-SNOW-NORMAL","YTD-PRCP-NORMAL","YTD-SNOW-NORMAL"
"USC00413926","01-08",,,,,,,,,,,,,,,,,,,,,,,"0.13",,"0.13",
"USC00413926","01-09",,,,,,,,,,,,,,,,,,,,,,,"0.15",,"0.15",
"USC00413926","01-10",,,,,,,,,,,,,,,,,,,,,,,"0.18",,"0.18",
"USC00413926","01-11",,,,,,,,,,,,,,,,,,,,,,,"0.20",,"0.20",
"USC00413926","01-12",,,,,,,,,,,,,,,,,,,,,,,"0.22",,"0.22",
"USC00413926","01-13",,,,,,,,,,,,,,,,,,,,,,,"0.25",,"0.25",
"USC00413926","01-14",,,,,,,,,,,,,,,,,,,,,,,"0.27",,"0.27",
"USC00413926","01-15",,,,,,,,,,,,,,,,,,,,,,,"0.31",,"0.31",
"USC00413926","01-16",,,,,,,,,,,,,,,,,,,,,,,"0.34",,"0.34",
"USC00413926","01-17",,,,,,,,,,,,,,,,,,,,,,,"0.38",,"0.38",
"USC00413926","01-18",,,,,,,,,,,,,,,,,,,,,,,"0.41",,"0.41",
"USC00413926","01-19",,,,,,,,,,,,,,,,,,,,,,,"0.44",,"0.44",
"USC00413926","01-20",,,,,,,,,,,,,,,,,,,,,,,"0.48",,"0.48",
"USC00413926","01-21",,,,,,,,,,,,,,,,,,,,,,,"0.52",,"0.52",
"USC00413926","01-22",,,,,,,,,,,,,,,,,,,,,,,"0.56",,"0.56",
"USC00413926","01-23",,,,,,,,,,,,,,,,,,,,,,,"0.60",,"0.60",
"USC00413926","01-24",,,,,,,,,,,,,,,,,,,,,,,"0.64",,"0.64",
"USC00413926","01-25",,,,,,,,,,,,,,,,,,,,,,,"0.69",,"0.69",
"USC00413926","01-26",,,,,,,,,,,,,,,,,,,,,,,"0.73",,"0.73",
"USC00413926","01-27",,,,,,,,,,,,,,,,,,,,,,,"0.78",,"0.78",
"USC00413926","01-28",,,,,,,,,,,,,,,,,,,,,,,"0.83",,"0.83",
"USC00413926","01-29",,,,,,,,,,,,,,,,,,,,,,,"0.87",,"0.87",
"USC00413926","01-30",,,,,,,,,,,,,,,,,,,,,,,"0.91",,"0.91",
"USC00413926","01-31",,,,,,,,,,,,,,,,,,,,,,,"0.96",,"0.96",
"USC00411625","01-01","0.08","0.24","0.49","14.2","106","35","11","-6666","-6666","-6666","10","9","4","1","0","-6666","-6666","-6666","5","3","0","0","0.05","0.0","0.05","0.0"
"USC00411625","01-02","0.08","0.24","0.49","14.1","105","35","11","-6666","-6666","-6666","10","9","4","1","0","-6666","-6666","-6666","5","3","0","0","0.11","0.0","0.11","0.0"
"USC00411625","01-03","0.08","0.24","0.49","14.1","104","35","11","-6666","-6666","-6666","9","8","4","1","0","-6666","-6666","-6666","5","3","0","0","0.16","0.1","0.16","0.1"
"USC00411625","01-04","0.08","0.24","0.50","14.0","103","35","12","-6666","-6666","-6666","9","8","4","1","0","-6666","-6666","-6666","5","3","0","0","0.21","0.1","0.21","0.1"
"USC00411625","01-05","0.08","0.24","0.50","13.9","102","35","12","-6666","-6666","-6666","9","8","4","1","0","-6666","-6666","-6666","4","3","0","0","0.26","0.1","0.26","0.1"
"USC00411625","01-06","0.08","0.24","0.51","13.9","102","35","12","-6666","-6666","-6666","9","8","4","1","0","-6666","-6666","-6666","4","2","0","0","0.31","0.1","0.31","0.1"
"USC00411625","01-07","0.08","0.24","0.51","13.8","101","35","12","-6666","-6666","-6666","8","7","4","1","0","-6666","-6666","-6666","4","2","0","0","0.35","0.1","0.35","0.1"
"USC00411625","01-08","0.08","0.24","0.51","13.8","101","35","12","-6666","-6666","-6666","8","7","4","1","0","-6666","-6666","-6666","4","2","0","0","0.40","0.2","0.40","0.2"
"USC00411625","01-09","0.08","0.24","0.52","13.8","101","35","12","-6666","-6666","-6666","8","7","4","1","0","-6666","-6666","-6666","4","2","0","0","0.45","0.2","0.45","0.2"
"USC00411625","01-10","0.08","0.24","0.52","13.8","101","35","12","-6666","-6666","-6666","8","7","3","1","0","-6666","-6666","-6666","4","2","0","0","0.49","0.2","0.49","0.2"
"USC00411625","01-11","0.08","0.24","0.52","13.8","101","36","13","-6666","-6666","-6666","7","7","3","1","0","-6666","-6666","-6666","4","2","0","0","0.54","0.2","0.54","0.2"
"USC00411625","01-12","0.08","0.24","0.52","13.8","101","36","13","-6666","-6666","-6666","7","6","3","1","0","-6666","-6666","-6666","4","2","0","0","0.58","0.2","0.58","0.2"
"USC00411625","01-13","0.08","0.24","0.52","13.9","102","36","13","-6666","-6666","-6666","7","6","3","1","0","-6666","-6666","-6666","4","2","0","0","0.63","0.2","0.63","0.2"
"USC00411625","01-14","0.08","0.24","0.52","13.9","102","36","13","-6666","-6666","-6666","7","6","3","1","0","-6666","-6666","-6666","4","2","0","0","0.69","0.2","0.69","0.2"
"USC00411625","01-15","0.08","0.24","0.52","14.0","103","36","14","-6666","-6666","-6666","7","6","3","1","0","-6666","-6666","-6666","4","1","0","0","0.75","0.2","0.75","0.2"
"USC00411625","01-16","0.08","0.24","0.52","14.1","104","36","14","-6666","-6666","-6666","7","6","3","1","0","-6666","-6666","-6666","4","1","0","0","0.81","0.3","0.81","0.3"
"USC00411625","01-17","0.08","0.24","0.52","14.3","104","37","14","-6666","-6666","-6666","6","6","3","1","0","-6666","-6666","-6666","4","1","0","0","0.87","0.3","0.87","0.3"
"USC00411625","01-18","0.08","0.24","0.52","14.4","105","37","15","-6666","-6666","-6666","6","6","3","1","0","-6666","-6666","-6666","4","1","0","0","0.93","0.3","0.93","0.3"
"USC00411625","01-19","0.08","0.24","0.53","14.5","106","38","15","-6666","-6666","-6666","6","6","3","1","0","-6666","-6666","-6666","4","1","0","0","1.00","0.3","1.00","0.3"
"USC00411625","01-20","0.08","0.24","0.53","14.5","107","38","15","-6666","-6666","-6666","6","5","3","1","0","-6666","-6666","-6666","4","1","0","0","1.06","0.3","1.06","0.3"
"USC00411625","01-21","0.08","0.24","0.53","14.6","107","38","15","-6666","-6666","-6666","6","5","2","1","0","-6666","-6666","-6666","5","1","0","0","1.13","0.3","1.13","0.3"
"USC00411625","01-22","0.08","0.24","0.53","14.7","108","39","15","-6666","-6666","-6666","6","5","2","1","0","-6666","-6666","-6666","5","1","0","0","1.20","0.3","1.20","0.3"
"USC00411625","01-23","0.08","0.24","0.53","14.7","108","39","16","-6666","-6666","-6666","6","5","2","1","0","-6666","-6666","-6666","5","1","0","0","1.27","0.3","1.27","0.3"
"USC00411625","01-24","0.08","0.25","0.54","14.8","109","39","16","-6666","-6666","-6666","6","5","2","1","0","-6666","-6666","-6666","5","1","0","0","1.34","0.3","1.34","0.3"
"USC00411625","01-25","0.08","0.25","0.54","14.9","110","40","17","-6666","-6666","-6666","6","5","2","1","0","-6666","-6666","-6666","5","1","0","0","1.41","0.3","1.41","0.3"
"USC00411625","01-26","0.08","0.25","0.55","15.0","111","41","17","-6666","-6666","-6666","6","5","2","1","0","-6666","-6666","-6666","6","1","0","0","1.48","0.3","1.48","0.3"
"USC00411625","01-27","0.09","0.26","0.55","15.1","113","42","18","-6666","-6666","-6666","6","6","2","1","0","-6666","-6666","-6666","6","1","0","0","1.55","0.3","1.55","0.3"
"USC00411625","01-28","0.09","0.26","0.56","15.3","114","43","19","-6666","-6666","-6666","6","6","2","1","0","-6666","-6666","-6666","6","1","0","0","1.61","0.4","1.61","0.4"
"USC00411625","01-29","0.09","0.26","0.56","15.4","116","43","19","-6666","-6666","-6666","6","6","2","1","0","-6666","-6666","-6666","6","1","0","0","1.69","0.4","1.69","0.4"
"USC00411625","01-30","0.09","0.26","0.55","15.6","117","44","20","-6666","-6666","-6666","6","6","2","1","0","-6666","-6666","-6666","7","1","0","0","1.76","0.4","1.76","0.4"
"USC00411625","01-31","0.09","0.27","0.55","15.7","119","44","20","-6666","-6666","-6666","7","7","3","1","0","-6666","-6666","-6666","7","1","0","0","1.83","0.4","1.83","0.4"
"USC00412715","01-01","0.05","0.18","0.42","15.3","91","31","11","-6666","-6666","-6666","20","12","-5555","-5555","0","-6666","-6666","-6666","25","-5555","-5555","0","0.04","0.0","0.04","0.0"
"USC00412715","01-02","0.05","0.18","0.41","15.2","91","30","10","-6666","-6666","-6666","20","12","-5555","-5555","0","-6666","-6666","-6666","25","-5555","-5555","0","0.09","0.1","0.09","0.1"
"USC00412715","01-03","0.05","0.18","0.41","15.1","91","30","10","-6666","-6666","-6666","20","12","-5555","-5555","0","-6666","-6666","-6666","25","-5555","-5555","0","0.13","0.1","0.13","0.1"
"USC00412715","01-04","0.05","0.18","0.40","15.0","91","30","9","-6666","-6666","-6666","19","12","-5555","-5555","0","-6666","-6666","-6666","25","-5555","-5555","0","0.17","0.1","0.17","0.1"
"USC00412715","01-05","0.05","0.18","0.40","14.9","90","29","9","-6666","-6666","-6666","19","12","-5555","-5555","0","-6666","-6666","-6666","24","-5555","-5555","0","0.21","0.1","0.21","0.1"
"USC00412715","01-06","0.05","0.18","0.39","14.9","90","29","9","-6666","-6666","-6666","19","12","-5555","-5555","0","-6666","-6666","-6666","24","-5555","-5555","0","0.24","0.2","0.24","0.2"
"USC00412715","01-07","0.05","0.18","0.39","14.8","90","29","8","-6666","-6666","-6666","19","12","-5555","-5555","0","-6666","-6666","-6666","24","-5555","-5555","0","0.28","0.2","0.28","0.2"
"USC00412715","01-08","0.05","0.18","0.39","14.8","91","29","8","-6666","-6666","-6666","19","12","-5555","-5555","0","-6666","-6666","-6666","23","-5555","-5555","0","0.32","0.2","0.32","0.2"
"USC00412715","01-09","0.05","0.18","0.38","14.8","91","28","8","-6666","-6666","-6666","19","12","-5555","-5555","0","-6666","-6666","-6666","23","-5555","-5555","0","0.36","0.2","0.36","0.2"
"USC00412715","01-10","0.05","0.18","0.38","14.8","91","28","8","-6666","-6666","-6666","19","11","-5555","-5555","0","-6666","-6666","-6666","22","-5555","-5555","0","0.39","0.3","0.39","0.3"
"USC00412715","01-11","0.05","0.18","0.38","14.8","91","28","7","-6666","-6666","-6666","19","11","-5555","-5555","0","-6666","-6666","-6666","22","-5555","-5555","0","0.42","0.3","0.42","0.3"
"USC00412715","01-12","0.05","0.18","0.38","14.8","91","28","7","-6666","-6666","-6666","18","11","-5555","-5555","0","-6666","-6666","-6666","21","-5555","-5555","0","0.45","0.3","0.45","0.3"
"USC00412715","01-13","0.05","0.18","0.37","14.8","91","28","7","-6666","-6666","-6666","18","10","-5555","-5555","0","-6666","-6666","-6666","21","-5555","-5555","0","0.49","0.3","0.49","0.3"
"USC00412715","01-14","0.05","0.18","0.37","14.8","92","28","7","-6666","-6666","-6666","18","10","-5555","-5555","0","-6666","-6666","-6666","20","-5555","-5555","0","0.52","0.3","0.52","0.3"
"USC00412715","01-15","0.05","0.18","0.37","14.8","92","28","7","-6666","-6666","-6666","18","10","-5555","-5555","0","-6666","-6666","-6666","19","-5555","-5555","0","0.55","0.4","0.55","0.4"
"USC00412715","01-16","0.05","0.18","0.37","14.9","93","28","6","-6666","-6666","-6666","17","10","0","0","0","-6666","-6666","-6666","19","-5555","-5555","0","0.59","0.4","0.59","0.4"
"USC00412715","01-17","0.05","0.18","0.37","15.0","94","28","6","-6666","-6666","-6666","17","9","0","0","0","-6666","-6666","-6666","18","-5555","-5555","0","0.62","0.4","0.62","0.4"
"USC00412715","01-18","0.05","0.18","0.37","15.0","94","28","6","-6666","-6666","-6666","17","9","0","0","0","-6666","-6666","-6666","17","-5555","-5555","0","0.65","0.4","0.65","0.4"
"USC00412715","01-19","0.05","0.18","0.38","15.1","95","29","6","-6666","-6666","-6666","16","9","0","0","0","-6666","-6666","-6666","17","-5555","-5555","0","0.69","0.4","0.69","0.4"
"USC00412715","01-20","0.05","0.18","0.38","15.2","95","29","6","-6666","-6666","-6666","16","9","0","0","0","-6666","-6666","-6666","16","-5555","-5555","0","0.72","0.4","0.72","0.4"
"USC00412715","01-21","0.05","0.18","0.38","15.2","96","30","6","-6666","-6666","-6666","16","9","0","0","0","-6666","-6666","-6666","15","-5555","-5555","0","0.76","0.4","0.76","0.4"
"USC00412715","01-22","0.05","0.17","0.38","15.3","96","30","6","-6666","-6666","-6666","16","8","0","0","0","-6666","-6666","-6666","15","-5555","-5555","0","0.80","0.5","0.80","0.5"
"USC00412715","01-23","0.05","0.17","0.39","15.4","96","31","6","-6666","-6666","-6666","15","8","0","0","0","-6666","-6666","-6666","14","-5555","-5555","0","0.85","0.5","0.85","0.5"
"USC00412715","01-24","0.05","0.17","0.40","15.5","96","32","6","-6666","-6666","-6666","15","8","0","0","0","-6666","-6666","-6666","14","-5555","-5555","0","0.89","0.5","0.89","0.5"
"USC00412715","01-25","0.05","0.17","0.40","15.6","97","33","7","-6666","-6666","-6666","15","8","0","0","0","-6666","-6666","-6666","14","-5555","0","0","0.92","0.5","0.92","0.5"
"USC00412715","01-26","0.05","0.17","0.41","15.8","98","34","7","-6666","-6666","-6666","15","8","0","0","0","-6666","-6666","-6666","13","-5555","0","0","0.96","0.5","0.96","0.5"
"USC00412715","01-27","0.05","0.16","0.42","16.0","99","35","8","-6666","-6666","-6666","15","8","0","0","0","-6666","-6666","-6666","13","0","0","0","1.00","0.5","1.00","0.5"
"USC00412715","01-28","0.05","0.16","0.43","16.1","99","36","8","-6666","-6666","-6666","14","7","0","0","0","-6666","-6666","-6666","13","0","0","0","1.04","0.6","1.04","0.6"
"USC00412715","01-29","0.05","0.16","0.44","16.3","100","37","9","-6666","-6666","-6666","14","7","0","0","0","-6666","-6666","-6666","13","0","0","0","1.08","0.6","1.08","0.6"
"USC00412715","01-30","0.05","0.16","0.44","16.4","101","38","9","-6666","-6666","-6666","14","7","0","0","0","-6666","-6666","-6666","13","0","0","0","1.13","0.6","1.13","0.6"
"USC00412715","01-31","0.05","0.16","0.45","16.6","102","39","10","-6666","-6666","-6666","14","7","0","0","0","-6666","-6666","-6666","12","-5555","0","0","1.17","0.6","1.17","0.6"
"USC00417172","01-01","0.05","0.23","0.74","29.2","191","103","53",,,,"0","0","0","0","0",,,,"0","0","0","0","0.15","0.0","0.15","0.0"
"USC00417172","01-02","0.05","0.23","0.75","29.2","191","103","54",,,,"0","0","0","0","0",,,,"0","0","0","0","0.30","0.0","0.30","0.0"
"USC00417172","01-03","0.05","0.23","0.76","29.2","191","104","55",,,,"0","0","0","0","0",,,,"0","0","0","0","0.46","0.0","0.46","0.0"
"USC00417172","01-04","0.05","0.24","0.77","29.2","192","105","56",,,,"0","0","0","0","0",,,,"0","0","0","0","0.63","0.0","0.63","0.0"
"USC00417172","01-05","0.05","0.24","0.78","29.2","192","105","56",,,,"0","0","0","0","0",,,,"0","0","0","0","0.81","0.0","0.81","0.0"
"USC00417172","01-06","0.05","0.24","0.78","29.2","192","106","57",,,,"0","0","0","0","0",,,,"0","0","0","0","0.99","0.0","0.99","0.0"
"USC00417172","01-07","0.05","0.25","0.79","29.2","193","106","58",,,,"0","0","0","0","0",,,,"0","0","0","0","1.17","0.0","1.17","0.0"
"USC00417172","01-08","0.05","0.25","0.79","29.3","193","106","58",,,,"0","0","0","0","0",,,,"0","0","0","0","1.35","0.0","1.35","0.0"
"USC00417172","01-09","0.05","0.25","0.79","29.2","193","107","58",,,,"0","0","0","0","0",,,,"0","0","0","0","1.53","0.0","1.53","0.0"
"USC00417172","01-10","0.05","0.25","0.79","29.2","193","107","58",,,,"0","0","0","0","0",,,,"0","0","0","0","1.71","0.0","1.71","0.0"
"USC00417172","01-11","0.05","0.25","0.79","29.2","192","106","58",,,,"0","0","0","0","0",,,,"0","0","0","0","1.88","0.0","1.88","0.0"
"USC00417172","01-12","0.05","0.25","0.80","29.2","192","106","58",,,,"0","0","0","0","0",,,,"0","0","0","0","2.05","0.0","2.05","0.0"
"USC00417172","01-13","0.05","0.25","0.80","29.2","192","106","58",,,,"0","0","0","0","0",,,,"0","0","0","0","2.23","0.0","2.23","0.0"
"USC00417172","01-14","0.05","0.25","0.80","29.2","192","106","58",,,,"0","0","0","0","0",,,,"0","0","0","0","2.41","0.0","2.41","0.0"
"USC00417172","01-15","0.05","0.25","0.80","29.1","193","106","59",,,,"0","0","0","0","0",,,,"0","0","0","0","2.59","0.0","2.59","0.0"
"USC00417172","01-16","0.05","0.25","0.80","29.1","193","107","59",,,,"0","0","0","0","0",,,,"0","0","0","0","2.76","0.0","2.76","0.0"
"USC00417172","01-17","0.05","0.25","0.81","29.1","193","106","59",,,,"0","0","0","0","0",,,,"0","0","0","0","2.94","0.0","2.94","0.0"
"USC00417172","01-18","0.05","0.25","0.81","29.1","193","106","59",,,,"0","0","0","0","0",,,,"0","0","0","0","3.13","0.0","3.13","0.0"
"USC00417172","01-19","0.05","0.26","0.81","29.1","192","105","59",,,,"0","0","0","0","0",,,,"0","0","0","0","3.31","0.0","3.31","0.0"
"USC00417172","01-20","0.05","0.25","0.81","28.9","192","104","58",,,,"0","0","0","0","0",,,,"0","0","0","0","3.49","0.0","3.49","0.0"
"USC00417172","01-21","0.05","0.25","0.81","28.9","191","104","58",,,,"0","0","0","0","0",,,,"0","0","0","0","3.66","0.0","3.66","0.0"
"USC00417172","01-22","0.05","0.25","0.80","28.8","190","103","57",,,,"0","0","0","0","0",,,,"0","0","0","0","3.83","0.0","3.83","0.0"
"USC00417172","01-23","0.05","0.25","0.80","28.7","190","102","57",,,,"0","0","0","0","0",,,,"0","0","0","0","4.00","0.0","4.00","0.0"
"USC00417172","01-24","0.05","0.25","0.80","28.6","189","101","56",,,,"0","0","0","0","0",,,,"0","0","0","0","4.16","0.0","4.16","0.0"
"USC00417172","01-25","0.05","0.25","0.79","28.5","189","101","56",,,,"0","0","0","0","0",,,,"0","0","0","0","4.32","0.0","4.32","0.0"
"USC00417172","01-26","0.05","0.25","0.79","28.4","188","100","55",,,,"0","0","0","0","0",,,,"0","0","0","0","4.48","0.0","4.48","0.0"
"USC00417172","01-27","0.05","0.25","0.78","28.3","187","99","54",,,,"0","0","0","0","0",,,,"0","0","0","0","4.64","0.0","4.64","0.0"
"USC00417172","01-28","0.05","0.24","0.77","28.2","187","98","54",,,,"0","0","0","0","0",,,,"0","0","0","0","4.80","0.0","4.80","0.0"
"USC00417172","01-29","0.05","0.24","0.76","28.2","186","97","53",,,,"0","0","0","0","0",,,,"0","0","0","0","4.96","0.0","4.96","0.0"
"USC00417172","01-30","0.05","0.24","0.75","28.1","186","96","52",,,,"0","0","0","0","0",,,,"0","0","0","0","5.12","0.0","5.12","0.0"
"USC00417172","01-31","0.05","0.24","0.74","28.0","185","95","51",,,,"0","0","0","0","0",,,,"0","0","0","0","5.27","0.0","5.27","0.0"
"USC00417170","01-01","0.03","0.09","0.30","26.0","125","40","15",,,,"0","0","0","0","0",,,,"0","0","0","0","0.06","0.0","0.06","0.0"
"USC00417170","01-02","0.03","0.09","0.30","26.0","126","40","15",,,,"0","0","0","0","0",,,,"0","0","0","0","0.12","0.0","0.12","0.0"
"USC00417170","01-03","0.03","0.09","0.31","26.0","127","41","15",,,,"0","0","0","0","0",,,,"0","0","0","0","0.18","0.0","0.18","0.0"
"USC00417170","01-04","0.03","0.09","0.31","26.0","127","42","15",,,,"0","0","0","0","0",,,,"0","0","0","0","0.24","0.0","0.24","0.0"
"USC00417170","01-05","0.03","0.09","0.32","26.0","127","42","15",,,,"0","0","0","0","0",,,,"0","0","0","0","0.31","0.0","0.31","0.0"
"USC00417170","01-06","0.03","0.09","0.32","26.0","128","43","16",,,,"0","0","0","0","0",,,,"0","0","0","0","0.38","0.0","0.38","0.0"
"USC00417170","01-07","0.03","0.10","0.33","26.0","129","44","16",,,,"0","0","0","0","0",,,,"0","0","0","0","0.44","0.0","0.44","0.0"
"USC00417170","01-08","0.03","0.10","0.34","26.0","130","45","16",,,,"0","0","0","0","0",,,,"0","0","0","0","0.51","0.0","0.51","0.0"
"USC00417170","01-09","0.03","0.10","0.35","26.0","131","46","17",,,,"0","0","0","0","0",,,,"0","0","0","0","0.58","0.0","0.58","0.0"
"USC00417170","01-10","0.03","0.10","0.36","25.9","132","47","17",,,,"0","0","0","0","0",,,,"0","0","0","0","0.64","0.0","0.64","0.0"
"USC00417170","01-11","0.04","0.10","0.36","25.9","132","48","17",,,,"0","0","0","0","0",,,,"0","0","0","0","0.71","0.0","0.71","0.0"
"USC00417170","01-12","0.04","0.10","0.37","25.9","133","49","18",,,,"0","0","0","0","0",,,,"0","0","0","0","0.78","0.0","0.78","0.0"
"USC00417170","01-13","0.04","0.10","0.37","25.9","134","50","18",,,,"0","0","0","0","0",,,,"0","0","0","0","0.85","0.0","0.85","0.0"
"USC00417170","01-14","0.04","0.10","0.38","25.9","134","51","18",,,,"0","0","0","0","0",,,,"0","0","0","0","0.92","0.0","0.92","0.0"
"USC00417170","01-15","0.04","0.10","0.38","26.0","135","52","19",,,,"0","0","0","0","0",,,,"0","0","0","0","0.99","0.0","0.99","0.0"
"USC00417170","01-16","0.04","0.10","0.39","26.1","135","53","19",,,,"0","0","0","0","0",,,,"0","0","0","0","1.06","0.0","1.06","0.0"
"USC00417170","01-17","0.04","0.10","0.39","26.2","136","53","20",,,,"0","0","0","0","0",,,,"0","0","0","0","1.13","0.0","1.13","0.0"
"USC00417170","01-18","0.04","0.10","0.39","26.2","135","53","20",,,,"0","0","0","0","0",,,,"0","0","0","0","1.20","0.0","1.20","0.0"
"USC00417170","01-19","0.04","0.10","0.39","26.2","135","54","21",,,,"0","0","0","0","0",,,,"0","0","0","0","1.27","0.0","1.27","0.0"
"USC00417170","01-20","0.04","0.10","0.38","26.3","135","54","21",,,,"0","0","0","0","0",,,,"0","0","0","0","1.34","0.0","1.34","0.0"
"USC00417170","01-21","0.04","0.10","0.38","26.4","134","53","21",,,,"0","0","0","0","0",,,,"0","0","0","0","1.42","0.0","1.42","0.0"
"USC00417170","01-22","0.04","0.10","0.37","26.4","134","53","22",,,,"0","0","0","0","0",,,,"0","0","0","0","1.50","0.0","1.50","0.0"
"USC00417170","01-23","0.04","0.10","0.36","26.5","133","53","22",,,,"0","0","0","0","0",,,,"0","0","0","0","1.58","0.0","1.58","0.0"
"USC00417170","01-24","0.04","0.10","0.36","26.7","133","53","22",,,,"0","0","0","0","0",,,,"0","0","0","0","1.66","0.0","1.66","0.0"
"USC00417170","01-25","0.03","0.10","0.35","26.8","133","53","22",,,,"0","0","0","0","0",,,,"0","0","0","0","1.73","0.0","1.73","0.0"
"USC00417170","01-26","0.03","0.09","0.35","26.8","132","52","23",,,,"0","0","0","0","0",,,,"0","0","0","0","1.82","0.0","1.82","0.0"
"USC00417170","01-27","0.03","0.09","0.34","26.9","131","52","23",,,,"0","0","0","0","0",,,,"0","0","0","0","1.90","0.0","1.90","0.0"
"USC00417170","01-28","0.03","0.09","0.34","27.0","130","52","23",,,,"0","0","0","0","0",,,,"0","0","0","0","1.98","0.0","1.98","0.0"
"USC00417170","01-29","0.03","0.09","0.33","27.0","129","51","23",,,,"0","0","0","0","0",,,,"0","0","0","0","2.06","0.0","2.06","0.0"
